first_player,,,0,0,1,1
score_player,,,0,1,0,1
dmcts_sim,umcts_sim,match,,,,
40,10,0,1,0,0,1
40,10,1,1,0,0,1
40,10,2,1,0,0,1
40,10,3,1,0,1,0
40,10,4,1,0,0,1
40,10,5,1,0,0,1
40,10,6,1,0,0,1
40,10,7,1,0,0,1
40,10,8,1,0,1,0
40,10,9,1,0,0,1
40,10,10,1,0,1,0
40,10,11,0,1,0,1
40,10,12,1,0,0,1
40,10,13,1,0,0,1
40,10,14,1,0,0,1
40,10,15,1,0,1,0
40,10,16,1,0,0,1
40,10,17,1,0,1,0
40,10,18,1,0,0,1
40,10,19,1,0,1,0
40,20,0,1,0,0,1
40,20,1,1,0,0,1
40,20,2,1,0,0,1
40,20,3,1,0,1,0
40,20,4,1,0,1,0
40,20,5,1,0,1,0
40,20,6,1,0,1,0
40,20,7,1,0,1,0
40,20,8,1,0,1,0
40,20,9,1,0,1,0
40,20,10,1,0,1,0
40,20,11,1,0,1,0
40,20,12,1,0,1,0
40,20,13,1,0,1,0
40,20,14,1,0,0,1
40,20,15,1,0,0,1
40,20,16,1,0,0,1
40,20,17,1,0,1,0
40,20,18,1,0,0,1
40,20,19,1,0,1,0
40,40,0,1,0,0,1
40,40,1,1,0,0,1
40,40,2,1,0,1,0
40,40,3,1,0,0,1
40,40,4,1,0,1,0
40,40,5,1,0,1,0
40,40,6,1,0,1,0
40,40,7,1,0,0,1
40,40,8,1,0,1,0
40,40,9,1,0,1,0
40,40,10,1,0,0,1
40,40,11,1,0,1,0
40,40,12,1,0,1,0
40,40,13,1,0,1,0
40,40,14,1,0,0,1
40,40,15,1,0,0,1
40,40,16,1,0,0,1
40,40,17,1,0,0,1
40,40,18,1,0,1,0
40,40,19,1,0,1,0
40,80,0,1,0,0,1
40,80,1,1,0,1,0
40,80,2,1,0,0,1
40,80,3,1,0,0,1
40,80,4,1,0,1,0
40,80,5,1,0,1,0
40,80,6,1,0,0,1
40,80,7,1,0,0,1
40,80,8,1,0,1,0
40,80,9,1,0,1,0
40,80,10,1,0,1,0
40,80,11,1,0,0,1
40,80,12,0,1,1,0
40,80,13,1,0,1,0
40,80,14,1,0,1,0
40,80,15,1,0,0,1
40,80,16,1,0,0,1
40,80,17,1,0,1,0
40,80,18,1,0,1,0
40,80,19,1,0,1,0
40,160,0,1,0,1,0
40,160,1,1,0,1,0
40,160,2,1,0,1,0
40,160,3,1,0,1,0
40,160,4,1,0,1,0
40,160,5,1,0,0,1
40,160,6,1,0,1,0
40,160,7,1,0,0,1
40,160,8,1,0,0,1
40,160,9,1,0,1,0
40,160,10,1,0,1,0
40,160,11,1,0,0,1
40,160,12,1,0,1,0
40,160,13,1,0,1,0
40,160,14,1,0,1,0
40,160,15,1,0,1,0
40,160,16,1,0,0,1
40,160,17,1,0,1,0
40,160,18,1,0,0,1
40,160,19,1,0,1,0
40,320,0,1,0,1,0
40,320,1,1,0,0,1
40,320,2,1,0,1,0
40,320,3,1,0,0,1
40,320,4,1,0,1,0
40,320,5,1,0,1,0
40,320,6,1,0,1,0
40,320,7,1,0,1,0
40,320,8,1,0,1,0
40,320,9,1,0,1,0
40,320,10,1,0,0,1
40,320,11,1,0,0,1
40,320,12,1,0,1,0
40,320,13,1,0,1,0
40,320,14,1,0,0,1
40,320,15,1,0,0,1
40,320,16,1,0,1,0
40,320,17,1,0,0,1
40,320,18,1,0,1,0
40,320,19,1,0,1,0
40,640,0,0,1,1,0
40,640,1,1,0,1,0
40,640,2,1,0,1,0
40,640,3,0,1,1,0
40,640,4,1,0,0,1
40,640,5,1,0,0,1
40,640,6,1,0,0,1
40,640,7,1,0,0,1
40,640,8,1,0,0,1
40,640,9,1,0,0,1
40,640,10,1,0,1,0
40,640,11,1,0,0,1
40,640,12,1,0,1,0
40,640,13,1,0,0,1
40,640,14,1,0,0,1
40,640,15,1,0,1,0
40,640,16,1,0,1,0
40,640,17,1,0,0,1
40,640,18,1,0,0,1
40,640,19,1,0,1,0
40,1280,0,1,0,0,1
40,1280,1,1,0,0,1
40,1280,2,1,0,0,1
40,1280,3,1,0,1,0
40,1280,4,1,0,0,1
40,1280,5,1,0,0,1
40,1280,6,1,0,1,0
40,1280,7,1,0,0,1
40,1280,8,1,0,1,0
40,1280,9,1,0,1,0
40,1280,10,0,1,0,1
40,1280,11,0,1,0,1
40,1280,12,1,0,1,0
40,1280,13,1,0,1,0
40,1280,14,1,0,0,1
40,1280,15,1,0,0,1
40,1280,16,0,1,1,0
40,1280,17,1,0,0,1
40,1280,18,1,0,0,1
40,1280,19,1,0,1,0
40,2560,0,1,0,0,1
40,2560,1,0,1,1,0
40,2560,2,1,0,0,1
40,2560,3,1,0,1,0
40,2560,4,0,1,1,0
40,2560,5,0,1,0,1
40,2560,6,1,0,0,1
40,2560,7,1,0,1,0
40,2560,8,0,1,1,0
40,2560,9,1,0,1,0
40,2560,10,0,1,0,1
40,2560,11,1,0,1,0
40,2560,12,1,0,0,1
40,2560,13,0,1,0,1
40,2560,14,1,0,0,1
40,2560,15,1,0,1,0
40,2560,16,1,0,1,0
40,2560,17,1,0,1,0
40,2560,18,1,0,1,0
40,2560,19,1,0,1,0
